Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Rainfall_3Day,Rainfall_7Day,Aspect,Elevation_m,NDVI_Index,Land_Use_Urban,Land_Use_Forest,Land_Use_Agriculture,Earthquake_Activity,Proximity_to_Water,Distance_to_Road_m,Temperature_C,Humidity_percent,Soil_pH,Clay_Content,Sand_Content,Silt_Content,Soil_Erosion_Rate,Historical_Landslide_Count,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt,Soil_Type_Clay,Pore_Water_Pressure_kPa,Soil_Moisture_Content,Microseismic_Activity,Acoustic_Emission_dB,Soil_Strain,Soil_Temperature_C,TDR_Reflection_Index,Label
11.22202859,7.412904402,0.18962574,0.657675786,48.749749,719.434895,309.1372729,370.1524975,0.308652088,1,1,1,2.880485067,0.162243198,76.08761459,39.60068732,89.2380896,6.279862163,31.08740291,42.0760567,50.38674568,18.56366803,1,0,1,0,0,30.71086536,0.280028945,0.899571435,96.71030331,0.000782779,16.13334351,0.837823213,0
25.35298234,17.70945118,0.233015488,0.864047778,220.5370951,605.0329383,355.0794975,759.9661985,0.637875699,0,0,1,4.907935845,0.117043138,536.9540203,34.55617869,28.41089904,7.012807956,12.1949875,79.1018383,46.71507934,1.010700943,2,1,0,0,0,33.24926902,0.272973392,0.966389163,80.36165988,0.004963893,26.93223503,0.527772376,0
184.5275237,62.61598072,0.959328804,0.216368828,263.083504,539.8964662,291.6367186,348.4005412,0.261792675,1,0,1,1.264780801,0.146515386,311.688264,29.68356712,69.72471717,6.683420212,43.3707559,55.86014162,35.39298672,0.267497866,1,1,1,1,0,187.9292015,0.198596729,0.551932441,56.20378913,0.007555051,10.08519608,1.081123634,1
185.9811089,75.63245655,0.713929331,0.224832254,161.8568,984.9231641,51.10542778,946.8060985,0.737964851,1,0,0,5.168245308,0.585233707,175.0971047,15.86619169,66.99743781,5.053155691,36.41117697,60.05064085,44.94496245,44.02891294,2,0,0,1,0,110.7244673,0.347318748,0.748294861,97.51568722,0.004313542,6.740318149,0.516963887,1
296.7881634,77.27816193,0.746092936,0.261375166,268.6042073,156.9499113,119.153602,1799.97543,0.326772405,1,0,1,0.281431004,0.294366176,570.1357322,33.12656549,21.38504146,6.846845724,25.79558002,62.0778941,29.15256077,49.24016124,1,0,0,1,0,187.5528123,0.340150758,0.291555932,44.02206214,0.00231124,29.69822827,0.517935457,1
33.6230249,8.414488037,0.299639576,0.877710847,560.4140287,129.6320407,217.0212506,1100.20454,0.431409243,0,0,1,5.295108899,0.163740589,814.4926746,6.795466466,63.65446056,7.379016221,56.04728457,22.69796088,30.02338464,31.36365794,1,1,0,0,1,43.39736224,0.235641189,0.482163716,96.61264106,0.001979384,21.64181235,0.925966898,0
0.966381546,16.16628881,0.272226049,0.956892344,231.4049262,635.3705089,231.8134392,2859.843861,0.343704425,0,0,0,5.773037512,0.968086282,891.6169205,20.40081963,50.94543597,4.605810021,36.15938418,32.15720053,59.05400678,18.16537879,1,1,1,1,0,148.670687,0.403010923,0.595031741,56.8751832,0.000881281,16.65219393,0.89996229,0
20.51914615,15.91446707,0.1133256,0.630764255,335.6907827,315.7786972,30.97639491,2140.529106,0.417354722,0,0,0,2.902226257,0.440342817,616.8704947,23.73042918,57.87199953,7.169375689,47.61083399,35.20111545,24.6042712,47.10686237,0,1,0,0,0,165.9680073,0.197652047,0.621275204,34.97889602,0.006661535,12.07280915,1.051419657,0
175.6683633,63.92531319,0.756218934,0.106838522,274.0082736,76.66644782,114.4716055,1703.578239,0.071192102,0,0,1,2.958174858,0.58920221,417.0683884,24.54818992,43.11751319,6.989272868,41.03534493,37.69178351,40.33705799,15.74335825,1,0,1,1,1,65.33040907,0.39098636,0.751554866,49.91304567,0.008404129,25.3211957,0.5234104,1
47.44427686,8.240471606,0.235963625,0.921501979,363.2571955,213.0566659,234.9129831,2618.851555,-0.057961901,0,1,0,1.649394521,0.05586148,95.56109506,35.63979619,84.77113778,5.87435423,13.77079935,38.1977813,43.74994386,34.58478299,0,1,0,0,0,32.44374032,0.117730115,0.905944619,92.49426107,0.001912474,7.076262408,1.359694713,0
31.377904,10.79431558,0.285484567,0.98550706,534.4545005,401.5280273,331.2714303,1885.973326,0.69741809,1,1,1,5.471207141,0.573053093,652.5478061,23.9138156,21.13995771,4.977246926,18.43084255,14.34828078,58.50862902,49.62150822,0,1,0,1,1,20.92453274,0.391651426,0.070506033,63.79303588,0.002934577,26.63474348,0.969132546,0
267.1546057,53.82030188,0.899916007,0.006985596,12.11433546,92.17497855,20.25746694,2325.190096,0.197064192,1,0,0,1.481586632,0.36678833,534.8625242,26.56182347,98.16643858,5.551035453,44.616869,38.97643063,58.65565117,39.94179402,1,1,0,0,1,112.1672185,0.189484933,0.122226922,47.10922455,0.008020668,14.93882479,1.242034418,1
266.0848003,77.3850693,0.726566276,0.071632326,94.60398725,631.1555395,164.8972054,1289.383041,-0.076401971,0,0,0,3.765278657,0.422369437,482.1068067,8.649263825,48.8293453,5.00111175,42.69598926,52.50994322,55.62757896,28.02220253,2,0,0,0,0,59.40527629,0.121252025,0.041280162,91.16672011,0.003624761,10.49329029,1.305845662,1
40.19024452,18.91687219,0.283460629,0.900435812,203.7881161,494.8667191,224.7102655,451.0626729,0.333953746,0,0,0,5.043129597,0.495724269,467.8987177,24.24921746,24.71609483,6.211486864,50.92389376,73.53350056,17.36033254,23.88316082,2,1,0,1,0,179.148785,0.329001281,0.062901068,67.13607919,0.008817402,29.39738138,0.746035633,0
214.3126112,55.03025514,0.719885072,0.194005718,339.9197794,640.3248091,255.5458436,1856.138208,0.233212317,1,0,0,4.852014743,0.033701363,502.2699831,25.10210893,39.74653211,5.530737685,11.22079476,31.08480381,13.76313107,8.984140437,1,1,0,1,0,63.51316202,0.450698242,0.623182143,37.16254761,0.002689699,22.56166021,0.605206083,1
41.85598139,9.228943276,0.158302772,0.747227882,533.8923908,95.32158869,100.7332776,1436.32215,0.148474924,1,0,1,2.41378229,0.261341246,7.322131727,19.26333591,57.87352,5.889214703,56.70700799,62.92866086,45.98388208,5.559093195,0,1,0,0,1,39.50716378,0.365368162,0.478803783,85.68847018,0.009255867,7.933473697,1.17098615,0
49.83184185,9.001918242,0.201066407,0.990492503,574.8242545,42.74819409,42.50852104,1797.764637,0.259471641,0,1,1,5.816168423,0.356638845,594.7665405,23.57014936,69.746462,8.25013675,29.78821021,30.98262889,54.65192561,14.18355795,1,0,0,1,0,107.6389624,0.36859439,0.684742929,57.26914959,0.008137841,8.967669531,1.185659455,0
2.599467599,7.247941983,0.152167033,0.790228031,579.2137722,740.8938033,318.5307773,768.6795401,0.708876362,1,1,1,2.601477999,0.292583985,484.2290279,10.1617544,57.73996629,7.50825424,33.8312761,17.4076837,33.21427011,3.3365465,1,0,0,1,0,43.02150468,0.402051442,0.39973755,69.48791989,0.003190813,18.43890743,1.326309948,0
20.22636928,9.183078894,0.260750395,0.707674576,141.6828837,295.9070901,97.79082176,2485.922658,0.073236599,1,0,1,5.592164826,0.667465684,718.9397037,22.96253792,24.50482521,7.488747846,30.47531262,36.56726112,21.81257772,48.13245425,1,0,0,0,1,130.4022795,0.423507338,0.105130685,34.68367293,0.006196084,17.89180227,1.09900283,0
284.7984576,70.94176739,0.856207026,0.295161895,325.276229,653.598325,59.18132713,2867.848206,0.286232706,0,0,1,5.90858382,0.867248669,302.3300766,30.18011615,64.17449494,6.159037199,39.77852916,55.29073151,32.76277986,8.448627258,1,1,1,1,1,24.6220248,0.269110255,0.484856344,75.07181187,0.00066727,13.43106393,1.476270829,1
237.017555,73.47064441,0.810170588,0.020280609,199.498253,189.4691495,148.6442193,878.5104077,0.535383963,1,1,1,2.544012138,0.216732162,464.2545768,19.75819178,87.94122751,8.035640664,29.55808249,46.62578683,30.18811523,9.31325925,5,1,1,0,0,71.28560281,0.491970432,0.52379683,79.18967695,0.007155828,15.86853606,0.992838618,1
32.93306775,16.16074177,0.222571072,0.659988424,526.8195101,307.2310865,248.9110108,558.9297578,-0.058172559,1,0,0,3.88603079,0.042642573,635.6563986,26.59843056,58.42072319,6.798146769,52.86040398,59.57364002,12.42090954,41.94908701,0,0,0,0,0,182.8129741,0.388144768,0.313304724,44.06558038,0.008736754,11.3915443,0.75626869,0
247.7144718,46.77038097,0.77128046,0.032633619,298.8788731,225.5790334,240.0434509,2298.778333,0.232093461,1,0,1,3.776629423,0.356322556,695.4421165,21.20934476,88.93929407,6.11821604,10.94371386,49.44598895,58.5402768,17.84564799,0,1,1,1,1,174.8560539,0.48319168,0.677931749,39.5127717,0.000148369,14.41390588,1.286019264,1
26.27351537,9.725124128,0.175817345,0.925181193,477.3453287,644.5257853,165.0914324,768.1472073,0.687708011,0,1,1,4.009900542,0.738895642,675.2212517,21.79721671,75.82751765,7.548954363,47.41617499,61.93842393,20.89202308,19.94679959,1,1,1,1,1,148.2529336,0.255654587,0.381468697,92.4000305,0.000353644,25.01223907,1.265442581,0
271.9095074,50.37490134,0.970580328,0.155603934,563.7004499,232.8883604,149.4724608,475.2963506,0.580520555,1,0,1,1.093539483,0.792598212,116.7835888,37.43159738,97.65659831,7.797173783,59.08440108,75.23670666,21.46786203,24.33092926,2,1,0,1,0,81.54059229,0.488674194,0.840922735,37.84443372,0.009822928,18.36370333,0.673441384,1
289.0907167,58.30396523,0.95459651,0.005962419,539.07595,450.7613731,251.7298013,2052.995911,0.618707296,0,0,0,3.65869087,0.814492737,354.4640671,19.55287973,23.54260957,7.674990749,40.15506762,79.16546771,15.50469675,20.37178316,2,1,0,0,0,38.53291886,0.326980203,0.605014201,72.14114956,0.00017492,26.90370013,1.43494657,1
160.8039999,41.27039155,0.801668027,0.22393225,51.47218824,172.9510829,294.7510156,1190.477265,0.810132337,0,1,1,5.73713243,0.847871733,408.7502542,10.22934654,96.50917865,6.119438956,30.72726556,23.54842331,12.83322578,6.88654336,0,1,1,0,0,184.2941904,0.248115054,0.33747201,39.69289154,0.000383386,24.78692918,0.759275014,1
20.07471579,19.48655666,0.201578842,0.830880894,452.9651818,900.6586506,144.5657736,1569.183862,0.537536015,0,1,1,2.352612039,0.073109606,681.8283162,30.73125099,56.10153225,5.532779521,57.47951963,78.37659697,19.70277057,8.890218706,1,0,1,0,1,128.2852046,0.133325343,0.410798363,63.96818865,0.008395952,10.25949031,0.715353547,0
48.14051785,15.79939309,0.209574162,0.886065894,378.2231936,525.049751,104.5778969,882.9214694,0.437172539,0,1,0,3.510251646,0.232207649,710.7338184,23.15900638,46.37871942,4.77873087,12.14115215,23.44903084,56.04928644,43.44188845,0,0,0,1,1,60.35147999,0.131878098,0.130904421,66.33503104,0.00276562,8.919429221,0.847582713,0
29.33119591,10.50760722,0.274081034,0.862405832,463.8725951,825.5590938,316.8404037,2472.002863,0.812253231,1,0,1,1.123169127,0.972633479,491.2061206,33.05255441,69.35617594,4.662602181,54.77837901,69.80678045,16.80126759,43.4873812,1,1,0,0,0,89.5521925,0.278011363,0.881748627,88.7699281,0.007731412,19.34406836,1.314856606,0
42.36939653,9.050876992,0.103513091,0.767877969,230.3811708,460.378165,246.4049509,1869.378978,-0.036385213,1,1,1,0.980272804,0.710277108,753.4864768,14.29463973,66.09647191,6.975499514,11.81615797,36.64930874,41.59634107,35.21203992,1,1,0,0,0,89.40113482,0.279289168,0.188819923,33.97171279,0.004941173,22.42056933,1.101678748,0
32.37373571,5.954021546,0.185086239,0.614473919,322.0690252,640.7636334,31.87691247,366.2114905,0.261711861,0,0,0,6.47113123,0.923932346,234.4126295,15.26382906,44.1046427,5.331078515,58.07593335,11.09378767,19.17290666,35.27867218,2,1,0,0,1,95.71082862,0.297865417,0.443600593,59.18675159,0.008654244,13.08579929,0.604858511,0
266.2083248,66.35586822,0.986281533,0.243991036,376.8762517,248.4870293,286.6255035,627.643329,0.662773087,0,0,0,2.062292307,0.549264685,699.4810425,15.76624902,23.5657408,7.745010621,49.19264999,33.10550326,58.06190843,5.438757835,0,0,0,1,1,109.6230975,0.367320444,0.148535856,81.29949996,0.007425871,5.546790555,1.173442058,1
224.9193201,56.15068362,0.985605772,0.262841146,523.1844383,234.91708,205.5930908,1491.554297,0.157975496,1,1,0,1.573006483,0.190101172,493.8983832,15.00943135,28.96911022,7.685183279,18.48589627,37.67219967,43.13568626,15.93193084,2,1,1,1,0,156.9456532,0.236083455,0.196511259,59.28903172,0.005680838,15.5799511,1.384697065,1
271.7090569,72.02848237,0.920965993,0.161095915,127.8066114,763.8354926,345.9287055,2906.696568,0.694366096,1,1,1,3.967624591,0.37942651,362.1872665,5.010562196,76.01385665,8.245951456,11.61662574,73.6304945,36.52550095,28.97881684,0,1,1,0,0,116.8201597,0.242554628,0.060292488,75.40957493,0.002730095,7.768843789,0.501644967,1
163.8534687,49.69219979,0.7823843,0.175585214,184.6071394,222.7016301,309.9551464,562.4538924,0.383400723,1,0,1,1.046880319,0.532922182,570.4385203,25.5403931,72.01535298,8.253001234,59.60384177,33.8133128,45.37378021,1.878191712,1,0,0,0,0,23.46764458,0.226223699,0.065015343,37.86383588,0.006568574,20.38952578,1.299446557,1
232.3222995,51.80280907,0.701828771,0.102764179,174.5524503,73.66554869,344.5864702,965.3286525,0.815450177,1,1,0,5.121713936,0.793879783,575.1028427,12.5563212,95.84808619,7.286071587,41.17532831,67.63394303,19.20611787,22.67690042,1,0,0,1,1,142.6743245,0.474291168,0.510585881,92.73286153,0.001250078,11.52701603,0.650539978,1
154.2947557,63.13729752,0.752634607,0.09576872,143.065537,22.76842234,125.556923,509.1476897,-0.022194418,0,1,1,3.048255383,0.483396576,133.1094597,9.790796412,85.8932784,4.961274264,44.85362393,28.63244063,40.17918153,26.63365804,0,1,0,0,0,77.93989159,0.400348974,0.93745807,81.26579275,0.000926988,28.61024946,0.636290413,1
7.035576402,14.69070416,0.131626529,0.74520058,382.6223145,240.5697535,298.2132513,404.2932113,0.521056323,1,0,1,0.142422309,0.823014843,107.5811562,33.20369829,80.30775264,4.838266231,40.98907626,70.47481069,20.66246485,18.28941538,0,1,1,0,1,25.03643445,0.133983227,0.395815028,48.99996716,0.009723161,17.47468592,0.609764842,0
36.73041504,5.013587529,0.274976393,0.998859776,347.9671047,450.6930505,60.01866827,2133.298521,0.449854475,1,0,0,3.489859948,0.007676318,645.5034918,9.817589455,46.52631119,8.382642154,23.98178104,36.73984088,52.86433758,26.18485379,1,1,0,0,1,155.8044828,0.330433342,0.008194706,60.73033368,0.002152498,20.60432378,1.48146635,0
49.47526667,14.49015552,0.279655942,0.608888256,235.8576659,537.3364222,1.753324212,1670.503108,0.847864089,1,1,1,3.475845454,0.403826055,397.4475382,39.12021506,85.47751481,6.675565023,38.49919958,59.75953443,30.23831957,45.57806471,0,0,1,1,1,70.40340415,0.186845965,0.411544875,49.43365572,0.007740096,11.71949483,0.563373727,0
285.4709611,56.01815235,0.702845007,0.223873884,547.5725059,563.1614455,285.335147,341.9364817,0.150252066,0,1,0,1.258020382,0.267262212,714.6415253,21.01595042,85.1540752,6.75435548,39.04968381,77.40424363,48.10748452,46.4785373,1,1,0,1,1,122.9799821,0.254647714,0.991301785,89.00777726,0.008596588,18.55730837,1.100669371,1
3.52678188,16.74401259,0.207695195,0.772397337,482.837156,496.1696995,56.06338919,492.2400844,0.89070412,1,1,1,3.751635658,0.412405536,120.7371535,7.81379073,73.88036086,6.426269223,46.60324417,20.15490273,15.13480067,43.96420446,3,1,1,1,0,187.0968091,0.129872206,0.611404492,65.31016048,0.009353065,25.1122025,1.483022017,0
293.3549338,51.65044158,0.98588596,0.088538343,345.6962466,365.6537737,150.4687697,491.0342773,0.653051103,1,0,1,3.667407239,0.088162329,218.1038928,38.81052496,99.61763306,7.019030578,24.79021649,10.79058737,6.64038238,28.53910675,1,1,0,1,0,162.202202,0.403753477,0.74652657,77.99577056,0.003918381,16.72385105,1.40310975,1
22.00762469,18.46932824,0.211676896,0.773840947,147.8670838,15.98255539,191.1685299,1120.071241,0.76487992,1,1,1,0.955191871,0.890444527,7.117076084,13.26507616,61.16217462,5.003699858,58.56055492,54.77956865,36.92252669,5.250381603,1,0,0,0,1,56.37984255,0.19030362,0.299347578,95.92252857,0.007634912,13.35261184,0.500926672,0
39.89570798,15.00063283,0.161951713,0.881648942,85.96735674,214.7464854,294.1982344,1737.888353,-0.073550711,0,0,1,1.423368064,0.477409256,896.9442127,5.652525958,97.21016634,7.65411305,16.55343027,12.34145332,9.486501658,2.99525735,1,0,1,1,0,135.8120244,0.372519846,0.338431602,90.0289443,0.009754969,5.112683032,1.074908771,0
256.6860888,42.6795837,0.772289455,0.29448469,65.40479172,491.271403,189.0776048,1348.526909,0.834718638,0,0,0,2.047256469,0.265643319,601.3567875,7.678180675,25.41325005,7.449382483,41.48921556,30.16068744,10.87151816,10.2204366,2,0,0,0,0,105.6469961,0.311653469,0.101413126,86.47315259,0.008165467,29.45265329,1.004611815,1
4.139933396,12.38550573,0.239492253,0.866019245,545.8121658,572.477075,13.61619344,2488.375795,0.083780798,0,0,1,5.518269678,0.84336749,935.2265402,25.45100109,23.30425403,5.594507265,28.81170799,49.70077437,25.52593108,15.44121021,0,1,0,0,1,111.172446,0.338228188,0.64842798,87.029519,0.003480286,8.454787939,0.545912792,0
249.1226375,53.53305081,0.944607844,0.284219426,178.4082966,318.5196075,270.6637795,1034.085056,0.508705372,1,1,1,0.530970288,0.976258626,724.2314206,8.566516193,30.31206983,7.577227278,35.97122491,79.97446649,50.28311564,31.64044823,0,0,0,0,0,55.78152326,0.112819377,0.426054748,64.58479519,0.000432848,12.67729178,1.386724799,1
36.57431799,10.19399076,0.163770362,0.978812559,421.2606513,869.270604,266.1325782,2013.544115,0.050142307,0,0,0,4.96647925,0.290517023,358.2769382,20.05413181,99.59624815,8.049962652,45.22538423,12.70989685,57.71784526,49.49308878,2,1,0,0,0,145.8848025,0.358637317,0.865693194,87.55154373,0.00067743,8.363999853,1.316601877,0
22.92615044,16.40696909,0.158489092,0.741889987,337.0274318,252.0219747,188.4759485,2853.965035,0.836784293,0,0,0,4.656341052,0.555864996,968.0108193,32.16032548,58.49075825,6.931687672,28.52644798,15.21392164,5.130570591,42.18144246,2,1,0,0,0,94.49624241,0.44445194,0.488931786,80.2677091,0.008881793,6.728495398,0.836341176,0
196.5545064,68.82737001,0.705482654,0.003774741,135.6942921,281.8805634,140.4770143,2824.446577,0.583383489,0,1,0,4.76856266,0.368030909,229.7142221,20.47804546,55.08064792,5.110594478,37.43284554,29.00323949,17.08451777,22.12185626,0,0,0,1,0,23.84811797,0.296782205,0.714281226,39.34727154,0.005026404,25.84254208,1.190846679,1
209.8652909,53.96929164,0.851529719,0.141281574,232.2217728,381.2373547,97.97270663,2284.83912,0.138875028,1,1,1,4.498465834,0.220280403,861.1602288,24.24104409,86.37450915,6.92668221,12.78871905,36.67470286,59.18128057,23.257258,0,0,0,1,0,70.93419294,0.120432721,0.293613505,76.81385601,0.005194844,5.755304601,0.531444984,1
279.8362594,77.53141661,0.90277322,0.297032674,219.7276791,322.4614034,158.3961081,324.5526359,0.767479908,1,0,1,0.26356251,0.008671996,686.3890081,17.28854082,68.67801859,5.189227639,29.30494119,30.4023064,29.39463514,9.477147028,2,1,1,0,0,167.0158048,0.246421893,0.384714791,92.16253105,0.001214506,5.989091923,1.176311628,1
4.067439032,10.20438426,0.299583027,0.78312546,438.4652167,467.9917975,341.137944,2039.029169,0.701647091,1,0,0,4.192838089,0.1446494,580.3286236,26.69830843,79.18544404,5.941389394,52.74403235,42.24780775,7.657988832,26.15973911,0,1,0,0,0,192.6225997,0.441331212,0.635857356,98.69737526,0.004321393,7.06015737,0.540174822,0
272.4850815,73.88861627,0.904653558,0.068024348,577.4480412,649.2857502,262.0197672,738.0721806,0.443225583,0,1,0,6.000245501,0.211519099,157.2689169,29.77058579,87.79401096,8.261184019,32.29131902,77.00439952,20.06510847,7.010561027,2,0,0,0,0,39.54054266,0.305819986,0.960476878,89.0881318,0.002264912,29.6056661,0.958454302,1
0.349113094,15.73453326,0.220526584,0.747304095,331.8437276,769.5085863,93.38331995,2141.088556,-0.028482762,0,0,0,1.295986989,0.123833296,417.5792081,39.31710665,44.66195242,7.05840773,25.51944642,14.92625009,54.45391977,18.6149057,0,0,0,1,0,160.8648714,0.488854354,0.092708727,69.11361837,0.006889866,27.68026902,0.732183688,0
40.27161646,15.0140257,0.233944602,0.95603937,285.7872057,734.5186564,343.4863759,2356.764297,0.513879261,1,0,0,2.101000877,0.081161987,380.2197351,39.65664898,83.51086369,8.180897263,49.87418376,63.52575398,24.17731873,48.73113303,1,1,1,1,1,62.34736616,0.258017536,0.372276244,87.41825658,0.000966202,8.986036947,1.281245525,0
46.72719404,6.138074618,0.169739579,0.910949252,155.2752604,812.1280875,82.62602831,1822.7464,0.286830103,1,1,1,4.341386823,0.510312107,398.8342671,20.13044589,77.50212009,6.446834828,30.57616033,50.02527401,55.46980863,6.903662499,0,0,1,1,0,46.85798467,0.342033441,0.573961271,75.35456199,0.005872837,23.3439481,0.976443843,0
2.322520636,8.060965828,0.243781389,0.652740796,585.4863024,989.3779124,324.2112349,2082.662146,0.048355519,1,1,1,4.170029967,0.858385244,897.8723553,22.97661279,81.00884541,4.644807754,47.20358268,68.31000338,50.58531338,17.19361469,2,1,0,1,0,49.07948636,0.1634582,0.64833558,89.28151814,0.001109576,25.47144355,1.426419699,0
156.0193184,60.02978433,0.955114035,0.048150938,105.9410394,131.2114253,77.4348252,2954.389732,0.744486808,1,0,0,0.739229783,0.23290249,355.219851,39.29168551,52.0084781,6.338796884,49.76581195,48.89207922,42.05386425,12.08189957,0,1,1,1,0,180.0582606,0.18244031,0.671619319,47.51768664,0.00212059,23.37478243,1.2898971,1
25.12830382,13.11240596,0.212962556,0.804150163,538.7169038,737.1225248,168.324138,252.4927993,0.548378435,1,0,0,4.799966784,0.193896169,973.038674,13.68677364,29.86542576,4.749968624,35.44704053,30.02472639,28.5014847,35.16843567,2,0,1,1,1,81.98048536,0.11778488,0.119101142,89.77373623,0.00599958,11.44274855,1.181854141,0
151.0629701,61.64400207,0.881703445,0.088023032,96.75490558,736.304692,7.524299376,980.3279301,0.854401421,1,0,1,2.195188717,0.015351315,135.755256,34.13106474,30.29271656,5.860119905,45.57852314,16.90307315,38.42761148,5.767028131,5,0,1,0,1,129.506597,0.295436023,0.959369766,79.45099493,0.004452602,7.773197605,1.346547964,1
252.5968015,42.98211899,0.760554301,0.190499646,533.8046588,386.9039712,230.7444346,659.1363843,0.210267536,0,1,0,0.975700573,0.864413613,98.61802699,10.96138607,89.00373916,7.431754086,14.0324151,44.88206538,37.02248548,8.199767746,0,1,0,1,0,121.6211402,0.427883927,0.103548883,42.21719208,0.005436287,16.99425131,0.747880123,1
290.4757471,50.35045891,0.716504114,0.167863941,265.286053,928.0542016,214.5905494,412.7529396,0.20841929,1,0,1,5.042742082,0.785868532,263.4116974,13.59446873,35.94037435,6.942843491,10.97796998,42.97909524,32.26110899,43.01998286,1,0,1,0,0,128.2816048,0.425223581,0.068537065,37.12755422,0.006953084,18.80469209,0.629226073,1
270.2262559,41.94623128,0.833995429,0.095475534,523.5462364,709.6750949,196.7923419,1340.183993,0.588526624,0,0,1,2.151565221,0.040010748,180.9913244,35.2469018,89.68100497,4.506815807,58.64089608,13.45781733,11.9427888,33.48505989,1,1,0,0,0,157.3782214,0.323583168,0.533244248,86.27691273,0.003556663,26.95179622,0.83323326,1
